CJS Offence Code,Offence Title,Legislation,Offence Category Code,Custodial Indicator,Recordable On PNC Indicator,DVLA Code,Offence Start Date,Blocked for use,XHB Indicator,Offence Class
HS74052,Manufacturer/importer/supplier fail to test and examine substance to ensure it was safe when handled at work premises,"Contrary to sections 6(4)(b) and 33(1)(a) of, and Schedule 3A to, the Health and Safety at Work etc Act 1974.",CE,Y,Y,,01-Mar-88,N,N,3
HS74053,Manufacturer/importer/supplier fail to supply safety information on substance handled at work premises,"Contrary to sections 6(4)(c) and 33(1)(a) of, and Schedule 3A to, the Health and Safety at Work etc Act 1974.",CE,Y,Y,,01-Mar-88,N,N,3
HS74054,Manufacturer / importer / supplier fail to supply revisions to safety information on substance handled at work premises,"Contrary to sections 6(4)(d) and 33(1)(a) of, and Schedule 3A to, the Health and Safety at Work etc Act 1974.",CE,Y,Y,,01-Mar-88,N,N,3
HS74055,Manufacturer of substance fail to carry out health and safety research,"Contrary to sections 6(5) and 33(1)(a) of, and Schedule 3A to, the Health and Safety at Work etc Act 1974.",CE,Y,Y,,01-Mar-88,N,N,3
HS74056,Disclose information under Health and Safety at Work Act without consent,"Contrary to section 33(1)(j) of, and Schedule 3A to, the Health and Safety at Work etc Act 1974.",CE,Y,Y,,10-Sep-03,N,N,3
HS74057,Contravene a Health and Safety improvement notice,"Contrary to sections 21 and 33(1)(g) of, and Schedule 3A to, the Health and Safety at Work etc Act 1974.",CE,Y,Y,,01-Jan-75,N,N,3
HT04001,Activity without appropriate consent - Human Tissue Act 2004,Contrary to section 5(1) and (7) of the Human Tissue Act 2004.,CE,Y,Y,,12-Mar-15,N,N,3
HT04002,Falsely represent that consent given or section 1 does not apply to activity - Human Tissue Act 2004,Contrary to section 5(2) and (7) of the Human Tissue Act 2004.,CE,Y,Y,,12-Mar-15,N,N,3
HT04003,Store body for anatomical examination without death certificate - Human Tissue Act 2004,Contrary to section 5(3) and (7) of the Human Tissue Act 2004.,CE,Y,Y,,12-Mar-15,N,N,3
HT04004,Give / receive reward for supply / offer of human material for transplantation - Human Tissue Act 2004,Contrary to section 32(1)(a) and (4) of the Human Tissue Act 2004.,CE,Y,Y,,13-Mar-15,N,N,3
HT04005,Seek to find person willing to supply human material for transplantation - Human Tissue Act 2004,Contrary to section 32(1)(b) and (4) of the Human Tissue Act 2004.,CE,Y,Y,,13-Mar-15,N,N,3
HT04006,Offer to supply any human material for transplantation - Human Tissue Act 2004,Contrary to section 32(1)(c) and (4) of the Human Tissue Act 2004.,CE,Y,Y,,13-Mar-15,N,N,3
HT04007,Initiate / negotiate arrangement re reward for supply of human material for transplantation - Human Tissue Act 2004,Contrary to section 32(1)(d) and (4) of the Human Tissue Act 2004.,CE,Y,Y,,13-Mar-15,N,N,3
HT04008,Participate in activities of body re arrangements involving human material for transplantation - Human Tissue Act 2004,Contrary to section 32(1)(e) and (4) of the Human Tissue Act 2004.,CE,Y,Y,,13-Mar-15,N,N,3
HT04009,Publication / distribution of advert inviting supply of human material for transplantation - Human Tissue Act 2004,Contrary to section 32(2)(a) and (5) of the Human Tissue Act 2004.,CS,Y,Y,,13-Mar-15,N,N,S
HT04010,Publication / distribution of advert re supply of human material for transplantation,Contrary to section 32(2)(b) and (5) of the Human Tissue Act 2004.,CS,Y,Y,,13-Mar-15,N,N,S
HT04011,Fail to produce records for inspection / allow entry / inspection / search of premises - Human Tissue Act 2004,Contrary to paragraph 8(1)(a) and (2) of Schedule 5 to the Human Tissue Act 2004.,CS,N,N,,12-Mar-15,N,N,S
HT04012,Intentionally obstruct exercise of right under Schedule 5 - Human Tissue Act 2004,Contrary to paragraph 8(1)(b) and (2) of Schedule 5 to the Human Tissue Act 2004.,CS,N,N,,12-Mar-15,N,N,S
HT04013,Breach of licence requirement - Human Tissue Act 2004,Contrary to section 25 of the Human Tissue Act 2004.,CE,Y,Y,,12-Mar-15,N,N,3
HT04014,Possess anatomical specimens away from licensed premises - Human Tissue Act 2004,Contrary to section 30(1) and (7) of the Human Tissue Act 2004.,CE,Y,Y,,12-Mar-15,N,N,3
HT04015,Possess former anatomical specimens away from licensed premises - Human Tissue Act 2004,Contrary to section 31(1) and (6) of the Human Tissue Act 2004.,CE,Y,Y,,12-Mar-15,N,N,3
HT04016,Remove transplantable material from body of living person - Human Tissue Act 2004,Contrary to section 33(1) and (6) of the Human Tissue Act 2004.,CS,Y,Y,,12-Mar-15,N,N,S
HT04017,Fail to comply with regulations re information about transplant information - Human Tissue Act 2004,Contrary to section 34(3)(a) and (4) of the Human Tissue Act 2004.,CS,N,N,,30-Aug-06,N,N,S
HT04018,Non-consensual analysis of DNA - Human Tissue Act 2004,Contrary to section 45 of the Human Tissue Act 2004.,CE,Y,Y,,12-Mar-15,N,N,3
HT04019,Supply false / misleading information about transplant operations - Human Tissue Act 2004,Contrary to section 34(3)(b) and (5) of the Human Tissue Act 2004.,CS,N,N,,12-Mar-15,N,N,S
HT04020,Use body for anatomical examination without registration - Human Tissue Act 2004,Contrary to section 5(5) and (7) of the Human Tissue Act 2004.,CE,Y,Y,,13-Mar-15,N,N,3
HT04021,Use / store donated material not for qualifying purpose - Human Tissue Act 2004,Contrary to section 8(1) and (3) of the Human Tissue Act 2004.,CE,Y,Y,,12-Mar-15,N,N,3
HT04022,Use transplantable material from body of living person - Human Tissue Act 2004,Contrary to section 33(2) and (6) of the Human Tissue Act 2004.,CS,Y,Y,,12-Mar-15,N,N,S
HU90004,Place a live embryo other than human embryo in a woman,Contrary to Sections 3(2)(a) and 41(1)(a) of the Human Fertilisation and Embryology Act 1990.,CI,Y,Y,,01-Jan-90,N,N,3
HU90005,Place a live gametes other than human gametes in woman,Contrary to sections 3(2)(b) and 41(1)(a) of the Human Fertilisation and Embryology    Act 1990.,CI,Y,Y,,02-Jan-90,N,N,3
HU90006,Store gametes without a licence,"Contrary to Sections 4(1)(a), 41(2)(b) and 41(4) of the Human Fertilisation and Embryology Act 1990.",CE,Y,Y,,12-Mar-15,N,N,3
HU90009,Mix live human gametes with live animal gametes without a licence,Contrary to Sections 4(1)(c) and 41(1)(a) of the Human Fertilisation and Embryology Act 1990.,CI,Y,Y,,01-Jan-90,N,N,3
HU90010,Do something with a human embryo which cannot be authorised by licence,Contrary to section 41(1)(b) of the Human Fertilisation and Embryology Act 1990.,CI,Y,Y,,02-Jan-90,N,N,3
HU90011,Fail to comply with direction for transfer of an item / information held for human fertilisation,Contrary to section 41(2)(d) and (4) of the Human Fertilisation and Embryology Act 1990.,CE,Y,Y,,02-Mar-94,N,N,3
HU90012,Disclose confidential information relating to human fertilisation or embryology,Contrary to section 41(5) of the Human Fertilisation and Embryology Act 1990.,CE,Y,Y,,02-Mar-94,N,N,3
HU90013,Failing to comply with requirement of Human Fertilisation and Embryology Authority,,CS,N,Y,,01-Mar-94,N,Y,S
HU90014,Provide false / misleading information to obtain a licence relating to human fertilisation and embryology,Contrary to section 41(3) and (4) of the Human Fertilisation and Embryology Act 1990.,CE,Y,Y,,02-Mar-94,N,N,3
HU90015,Use human cell/an embryo fertility purpose,Contrary to Sections 3A(1) and 41(1)(a) of the Human Fertilisation and Embryology Act 1990.,CI,Y,Y,,01-Jan-90,N,N,3
HU90016,Bring about the creation of an embryo without a licence - Human Fertilisation and Embryology Act 1990,"Contrary to sections 3(1),  41(2)(a) and (4) of the Human Fertilisation and Embryology Act 1990.",CE,Y,Y,,13-Mar-15,N,N,3
IM71025,Alter immigration certificate/permit/clearance,Contrary to section 26(1)(d) of the Immigration Act 1971.,CS,Y,Y,,12-Mar-15,N,N,S
IM71026,Use / possess false immigration document / passport,Contrary to section 26(1)(d) of the Immigration Act 1971.,CS,Y,Y,,12-Mar-15,N,N,S
IM71027,Fail to complete/produce landing card - immigration,Contrary to Section 26(1)(e) of the Immigration Act 1971.,CS,Y,Y,,12-Mar-15,N,N,S
IM71028,Fail to complete/produce embarkation card,Contrary to Section 26(1)(e) of the Immigration Act 1971.,CS,Y,Y,,12-Mar-15,N,N,S
IM71035,Foreigner fail to provide name/nationality to hotelier,Contary to Article 4(1) of the Immigration (Hotel Records) Order 1972 and Section 26(1)(f) of the Immigration Act 1971.,CS,Y,Y,,12-Mar-15,N,N,S
IM71036,Hotel keeper fail require information from foreigner,Contrary to Article 5(a) of the Immigration (Hotel Records) Order 1972 and Section 26(1)(f) of the Immigration Act 1971.,CS,Y,Y,,12-Mar-15,N,N,S
IM71037,Hotel keeper fail to keep proper records,Contrary to Article 5(b) of the Immigration (Hotel Records) Order 1972 and Section 26(1)(f) of the Immigration Act 1971.,CS,Y,Y,,12-Mar-15,N,N,S
IM71038,Hotel keeper fail to open records for inspection,Contrary to Article 5 of the Immigration (Hotel Records) Order 1972 Section 26(1)(f) of the Immigration Act 1971.,CS,Y,Y,,12-Mar-15,N,N,S
IM71039,Foreigner fail to provide information to hotel keeper,Contrary to Article 4(2) of the Immigration (Hotel Records) Order 1972 and Section 26(1)(f) of the Immigration Act 1971.,CS,Y,Y,,12-Mar-15,N,N,S
IM71040,Foreigner fail to produce registration certificate,Contrary to Regulation 11(2)(a) of the Immigration (Registration With Police) Regulations 1972 and Section 26(1)(f) of the Immigration Act 1971.,CS,Y,Y,,12-Mar-15,N,N,S
IM71041,Foreigner fail to pay for registration certificate,Contrary to regulation 10(3) of the Immigration (Registration with Police) Regulations    1972 and section 26(1)(f) of the Immigration Act 1971.,CS,Y,Y,,13-Mar-15,N,N,S
IM71042,Obstruction of immigration officer/other person,Contrary to Section 26(1)(g) of the Immigration Act 1971.,CS,Y,Y,,12-Mar-15,N,N,S
IM71047,Captain of ship / aircraft fail to comply with direction to remove person from United Kingdom,Contrary to section 27(a)(ii) of the Immigration Act 1971.,CS,Y,Y,,13-Mar-15,N,N,S
IM71072,Foreigner fail to notify address other than residence,Contrary to Regulation 7(3) of the Immigration (Registration With Police) Regulations 1972 and Section 26(1)(f) of the Immigration Act 1971.,CS,Y,Y,,12-Mar-15,N,N,S
IM71073,Foreigner fail to notify change of address within 8 days,Contrary to Regulation 7(4) of the Immigration (Registration With Police) Regulations 1972 and Section 26(1)(f) of the Immigration Act 1971.,CS,Y,Y,,12-Mar-15,N,N,S
IM71074,Foreigner fail to notify change of referee's address,Contrary to Regulation 7(6)(a) of the Immigration (Registration With Police) Regulations 1972 and Section 26(1)(f) of the Immigration Act 1971.,CS,Y,Y,,12-Mar-15,N,N,S
IM71075,Referee fail to furnish information as to foreigner,Contrary to Regulation 7(6)(b) of the Immigration (Registration With Police) Regulations 1972 and Section 26(1)(f) of the Immigration Act 1971.,CS,Y,Y,,12-Mar-15,N,N,S
IM71076,Foreigner fail explain no passport / documents when registering,Contrary to regulation 5(2)(b) of the Immigration    (Registration with Police) Regulations 1972 and section 26(1)(f)    of the Immigration Act 1971.,CS,Y,Y,,13-Mar-15,N,N,S
IM71077,Foreigner fail to produce registration certificate at a police station,Contrary to Regulation 11(2)(b) of the Immigration (Registration With Police) Regulations 1972 and Section 26(1)(f) of the Immigration Act 1971.,CS,Y,Y,,12-Mar-15,N,N,S
IM71078,Foreign national fail furnish information to registration officer,Contrary to regulation 8(b) of the Immigration (Registration with Police) Regulations    1972 and section 26(1)(f) of the Immigration Act 1971.,CS,Y,Y,,13-Mar-15,N,N,S
IM71083,Fail to furnish information - immigration,Contrary to Section 26(1)(b) of the Immigration Act 1971.,CS,Y,Y,,12-Mar-15,N,N,S
IM71084,Fail to produce documents - immigration,Contrary to Section 26(1)(b) of the Immigration Act 1971.,CS,Y,Y,,12-Mar-15,N,N,S
IM71085,Make a false return/statement - immigration,Contrary to section 26(1)(c) of the Immigration Act 1971.,CS,Y,Y,,12-Mar-15,N,N,S
IM71086,Cause false return/statement to be made to immigration officer,Contrary to section 26(1)(c) of the Immigration Act 1971.,CS,Y,Y,,12-Mar-15,N,N,S
IM71088,Disembark ship / aircraft when being removed from United Kingdom,Contrary to section 24(1)(f) of the Immigration Act 1971.,CS,Y,Y,,13-Mar-15,N,N,S
IM71089,Captain of ship / aircraft fail to comply re disembarkation of passenger / crew,Contrary to section 27(a)(i) of the Immigration Act 1971.,CS,Y,Y,,12-Mar-15,N,N,S
IM71090,Captain of ship/aircraft permit disembarkation in United Kingdom,Contrary to Section 27(a)(i) of the Immigration Act 1971.,CS,Y,Y,,12-Mar-15,N,N,S
IM71091,Owner / agent of ship / aircraft arrange call at unscheduled entry port,Contrary to section 27(b)(i) of the Immigration Act 1971.,CS,Y,Y,,13-Mar-15,N,N,S
IM71092,Owner / agent of ship / aircraft concerned in call at unscheduled entry port,Contrary to section 27(b)(i) of the Immigration Act 1971.,CS,Y,Y,,13-Mar-15,N,N,S
IM71093,Owner/agent of ship/aircraft fail to supply passenger with landing card,Contrary to Section 27(b)(ii) of the Immigration Act 1971.,CS,Y,Y,,12-Mar-15,N,N,S
IM71094,Owner/agent of ship/aircraft fail to supply passenger with embarkation card,Contrary to Section 27(b)(ii) of the Immigration Act 1971.,CS,Y,Y,,12-Mar-15,N,N,S
IM71095,Owner / agent of ship / aircraft fail to arrange removal of person from United Kingdom,Contrary to section 27(b)(iii) of the Immigration Act 1971.,CS,Y,Y,,14-Mar-15,N,N,S
IM71103,Secure avoidance of enforcement action by deceptive means - immigration,Contrary to section 24A(1)(b) and (3) of the Immigration Act 1971.,CE,Y,Y,,13-Mar-15,N,N,3
IM71105C,Conspire to help asylum seeker to enter United Kingdom - immigration,Contrary to sections 1 and 3 of the Criminal Law Act 1977 and section 25A of the Immigration Act 1971.,CI,Y,Y,,31-May-16,N,N,3
IM71108,Make a false registration card - immigration,Contrary to section 26A(3)(a) and (5) of the Immigration Act 1971.,CE,Y,Y,,12-Mar-15,N,N,3
IM71109,Alter / enable another to alter a registration card with intent to deceive - immigration,Contrary to section 26A(3)(b) and (5) of the Immigration Act 1971.,CE,Y,Y,,13-Mar-15,N,N,3
IM71110,Possess a false / altered registration card without reasonable cause - immigration,Contrary to section 26A(3)(c) and (6) of the Immigration Act 1971.,CE,Y,Y,,13-Mar-15,N,N,3
IM71111,Use a false registration card for a purpose for which a registration card is issued,Contrary to section 26A(3)(d) and (5) of the Immigration Act 1971.,CE,Y,Y,,12-Mar-15,N,N,3
IM71112,Attempt to use a false registration card for a purpose for which a registration card is issued,Contrary to section 26A(3)(d) and (5) of the Immigration Act 1971.,CE,Y,Y,,12-Mar-15,N,N,3
IM71113,Use an altered registration card with intent to deceive,Contrary to section 26A(3)(e) and (5) of the Immigration Act 1971.,CE,Y,Y,,12-Mar-15,N,N,3
IM71114,Attempt to use an altered registration card with intent to deceive,Contrary to section 26A(3)(e) and (5) of the Immigration Act 1971.,CE,Y,Y,,12-Mar-15,N,N,3
IM71115,Make an article designed for use in making a false registration card,Contrary to section 26A(3)(f) and (5) of the Immigration Act 1971.,CE,Y,Y,,12-Mar-15,N,N,3
IM71116,Make an article designed for use by self / another in altering a registration card with intent to deceive,Contrary to section 26A(3)(g) and (5) of the Immigration Act 1971.,CE,Y,Y,,12-Mar-15,N,N,3
IM71117,Have article designed for use by self / another to alter / make registration card with intent to deceive,Contrary to section 26A(3)(h) and (6) of the Immigration Act 1971.,CE,Y,Y,,12-Mar-15,N,N,3
IM71118,Possess an immigration stamp without reasonable excuse - immigration,Contrary to section 26B(1) and (4) of the Immigration Act 1971.,CE,Y,Y,,13-Mar-15,N,N,3
IM71119,Possess a replica immigration stamp without reasonable excuse - immigration,Contrary to section 26B(2) and (4) of the Immigration Act 1971.,CE,Y,Y,,13-Mar-15,N,N,3
IM71120,Port manager fail take steps re embarkation of passengers in designated control area,Contrary to section 27(c) of the Immigration Act 1971.,CS,Y,Y,,12-Mar-15,N,N,S
IM71121,Port manager fail to take steps re disembarkation of passengers in a designated control area,Contrary to section 27(c) of the Immigration Act 1971.,CS,Y,Y,,12-Mar-15,N,N,S
IM71122,Intentionally obstruct a relevant officer performing maritime enforcement powers,Contrary to paragraph 11(1)(a) and (4) of Schedule 4A to the Immigration Act 1971.,CS,Y,Y,,15-Jul-16,N,N,S
IM71123,Failed to comply with a requirement of a relevant officer performing maritime enforcement powers,Contrary to paragraph 11(1)(b) of Schedule 4A to the Immigration Act 1971.,CS,Y,Y,,01-Jun-16,N,N,S
